permit_number,facility,address,city,state,zipcode,latitude,longitude
FSP-060-007091,Sodexo at Grady Health- Austin Grill/Global,80 Jesse Hill DR SE,Atlanta,GA,30303,33.7517850,-84.3820071
FSP-060-007092,Sodexo at Grady Health- Chick-fil-A,80 Jesse Hill DR SE,Atlanta,GA,30303,33.7517850,-84.3820071
FSP-060-007093,Sodexo at Grady Health- Pizza,80 Jesse Hill DR SE,Atlanta,GA,30303,33.7517850,-84.3820071
FSP-060-007095,Highland Bakery Midtown,1180 Peachtree ST NE,Atlanta,GA,30309,33.7869284,-84.3840985
FSP-060-007103,Yummy Steak House,12330 Crabapple RD STE 160,Alpharetta,GA,30004,34.0817672,-84.3579429
FSP-060-007107,Playa Bowls,661 Auburn AVE STE 160,Atlanta,GA,30312,33.7556488,-84.3656029
FSP-060-007108,Dua Vietnamese,760 S. Central AVE,Atlanta,GA,30354,33.6613520,-84.4143326
FSP-060-007109,WNB Factory Cascade,1075 Fairburn RD STE 101,Atlanta,GA,30331,33.7254581,-84.5116667
FSP-060-007112,Pho 24,6050 Roswell RD STE 100,Atlanta,GA,30328,33.9198584,-84.3793353
FSP-060-007113,Hop City West End,929 Lee St,Atlanta,GA,30310,33.7291555,-84.4163011
FSP-060-007114,My Potato Factory LLC,1521 Ralph David Abernathy BLVD,Atlanta,GA,30310,33.7432791,-84.4375428
FSP-060-007120,Poke Fresh,5530 Windward PKWY STE 1040-G,Alpharetta,GA,30004,34.0887164,-84.2677097
FSP-060-007121,El Rocio Mexican Resturant,2873 Main ST,Atlanta,GA,30344,33.6769489,-84.4415336
FSP-060-007123,Checkers #C278,2191 Campbellton RD SW,Atlanta,GA,30311,33.7057842,-84.4601927
FSP-060-007128,"Sababa36, LLC dba Watershed on Peachtree",1820 Peachtree RD NE,Atlanta,GA,30309,33.8048801,-84.3944474
FSP-060-007129,Marco's Pizza,5851 Buffington RD STE,Atlanta,GA,30349,33.5969650,-84.4986820
FSP-060-007130,McDonald's,1000 Johnson Ferry RD,Atlanta,GA,30342,33.9085100,-84.3533804
FSP-060-007131,McDonald's,4362 Roswell RD,Atlanta,GA,30342,33.8739088,-84.3814733
FSP-060-007133,Oshi Poke Bowl & Sushi,875 N Main ST,Alpharetta,GA,30004,34.0931491,-84.2796018
FSP-060-007134,Rio's Italian Ice Carnival Food Truck,1518 Jonesboro RD STE A-2,Atlanta,GA,30315,33.7127960,-84.3822293
FSP-060-007136,Hot Dog Factory,75 Piedmont AVE,Atlanta,GA,30303,33.7566242,-84.3821152
FSP-060-007138,Peachtree Hospitality dba Homewood Suites,3566 Piedmont RD,Atlanta,GA,30305,33.8516572,-84.3802231
FSP-060-007140,Shawerma Non Stop,1937 Peachtree RD NE,Atlanta,GA,30309,33.8395461,-84.3796672
FSP-060-007141,CNN Center-Deli (3rd Floor),190 Marietta ST,Atlanta,GA,30303,33.7590584,-84.3950221
FSP-060-007142,Abuelos Mexican Kitchen,6631 Roswell RD STE I,Atlanta,GA,30328,33.9361300,-84.3766180
FSP-060-007145,Sunny Garden Inc DBA Su's Chinese Cuisine,1510 Piedmont AVE STE F,Atlanta,GA,30324,33.7965477,-84.3709212
FSP-060-007151,Double Tree by Hilton Atlanta-Roswell-Kitchen,1075 Holcomb Bridge RD,Roswell,GA,30076,34.0217881,-84.3296353
FSP-060-007156,Route 66 Restaurant Music Venue - Bar 3,6000 Medlock Bridge PKWY,Alpharetta,GA,30022,34.0306711,-84.1871589
FSP-060-007157,Bruster's Ice Cream,3855 Old Milton PKWY,Alpharetta,GA,30005,34.0617921,-84.2472447
FSP-060-007158,Alaydi Cafe,1174 Pryor RD STE F,Atlanta,GA,30315,33.7228838,-84.3923743
FSP-060-007159,The Hive Restaurant Buckhead,1845 Peachtree RD,Atlanta,GA,30309,33.8054471,-84.3936181
FSP-060-007162,Casa De Quesadilla,8757 Dunwoody PL,Atlanta,GA,30350,33.9964233,-84.3493781
FSP-060-007165,Smoothie King,876 Virginia AVE STE A,Atlanta,GA,30354,33.6584414,-84.4178821
FSP-060-007166,Tuskegee Airmen Global Academy,1626 Westhaven DR SW,Atlanta,GA,30311,33.7322548,-84.4410227
FSP-060-007167,King Kong Milk Tea and Juice,800 N Main ST,Alpharetta,GA,30009,34.0930153,-84.2823163
FSP-060-007168,The Donut Shack (donut n more LLC),1055 Mansell RD STE 100,Roswell,GA,30076,34.0421041,-84.3299641
FSP-060-007169,"Live + Lemitless Soul Asian Kitchen, LLC",11550 Webb Bridge WAY STE 3,Alpharetta,GA,30005,34.0621806,-84.2254508
FSP-060-007171,"Saltyard Restaurant, LLC",1820 Peachtree ST NW STE 1,Atlanta,GA,30309,33.8050603,-84.3941347
FSP-060-007172,Public House 28,2030 Bolton RD STE 100,Atlanta,GA,30318,33.8114554,-84.4754748
FSP-060-007174,Origin Market - Kitchen/Dishroom,117 Martin Luther King Jr DR,Atlanta,GA,30303,33.7518536,-84.3915327
FSP-060-007176,"Kale Me Crazy (Berdant Ventures Management Company, LLC)",50 Canton ST,Alpharetta,GA,30009,34.0760228,-84.2972849
FSP-060-007183,Fellows,1088 Green ST,Roswell,GA,30075,34.0282221,-84.3606332
FSP-060-007185,Delia's Chicken Sausage 121,1 AMB DR NW,Atlanta,GA,30318,33.7554029,-84.4008922
FSP-060-007186,Subway,2090 Dunwoody Club DR STE 108,Atlanta,GA,30350,33.9606791,-84.3012731
FSP-060-007188,Bao Bun Cafe,1715 Howell Mill RD C-15A,Atlanta,GA,30318,33.8019496,-84.4131988
FSP-060-007189,Le Colonial Restaurant,3035 Peachtree RD,Atlanta,GA,30305,33.8378927,-84.3807916
FSP-060-007190,Cici's Pizza,10516 Alpharetta HWY STE 3,Roswell,GA,30076,34.0390203,-84.3444893
FSP-060-007192,A Pollo,10479 Alpharetta ST STE 1,Roswell,GA,30075,34.0339887,-84.3459066
FSP-060-007196,Origin Market-EXT,117 Martin Luther King Jr DR,Atlanta,GA,30303,33.7518536,-84.3915327
FSP-060-007201,"Soul Crab Atlanta, Inc",3725 Main ST,Atlanta,GA,30337,33.6536270,-84.4497550
FSP-060-007202,Poke Bar,265 18th ST,Atlanta,GA,30363,33.7927130,-84.3970828
FSP-060-007203,Jamba Juice,6623 Roswell RD STE J,Atlanta,GA,30328,33.9354072,-84.3772385
FSP-060-007206,"Tofu Kitchen/Namuya, Inc",10900 Medlock Bridge RD STE 402,Duluth,GA,30097,34.0472779,-84.1787904
FSP-060-007208,Hampton Inn & Suites Johns Creek,6440 East Johns Crossing,Duluth,GA,30097,34.0649585,-84.1677457
FSP-060-007212,Wood's Chapel BBQ,85 Georgia AVE,Atlanta,GA,30312,33.7365629,-84.3849847
FSP-060-007213,Vincenza's Pizzeria,9950 Jones Bridge RD STE 1100,Alpharetta,GA,30022,34.0266303,-84.2516272
FSP-060-007215,Subway #58984,14 West Broad ST,Fairburn,GA,30213,33.5673353,-84.5813471
FSP-060-007216,Red Snapper Fish and Chicken,501 N. Central AVE,Atlanta,GA,30354,33.6570511,-84.4049346
FSP-060-007217,Cold Beer,670 Dekalb AVE NE STE 101,Atlanta,GA,30312,33.7535491,-84.3655673
FSP-060-007222,Kapec Inc. D/B/A Vinny's NY Pizza and Grill,111 Glenridge Point PKWY STE 102,Atlanta,GA,30342,33.9080588,-84.3600377
FSP-060-007225,Lucky China Wing & Sub,455 North AVE STE D,Atlanta,GA,30308,33.7706001,-84.3723174
FSP-060-007228,Wild Heaven,929 Lee ST STE 1010,Atlanta,GA,30310,33.7291555,-84.4163011
FSP-060-007229,Starbucks,1175 Peachtree RD BLDG 100,Atlanta,GA,30361,33.7869491,-84.3827431
FSP-060-007231,Fitness Fuell,1155 Mount Vernon HWY STE 600,Atlanta,GA,30338,33.9331984,-84.3494397
FSP-060-007232,Cafe Maxim,4900 Buffington RD,Atlanta,GA,30349,33.6197490,-84.4946871
FSP-060-007233,Pho 24 Atlantic Station Inc,264 19th ST STE 2160,Atlanta,GA,30363,33.7930185,-84.3970950
FSP-060-007236,Rising Roll Gourmet Cafe,1545 Peachtree ST NW STE 115,Atlanta,GA,30309,33.7973322,-84.3881664
FSP-060-007237,Citizen Supply,675 Ponce De Leon DR NW STE 208,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-007238,Absolut Trailer HDBY,1 AMB DR NW,Atlanta,GA,30313,33.7554029,-84.4008922
FSP-060-007239,Hot Press 311,1 AMB DR NW,Atlanta,GA,30313,33.7554029,-84.4008922
FSP-060-007242,Sodexo,4505 Derrick Industrial PKWY,Union City,GA,30349,33.6299340,-84.5705944
FSP-060-007246,Atlanta Airport Shuttle Service Inc,1402 South Terminal PKWY,Atlanta,GA,30349,33.6398373,-84.4472708
FSP-060-007247,Cape Buffalo Brands LLC d/b/a Biltong Bar,306 Buckhead AVE NE,Atlanta,GA,30305,33.8383307,-84.3781371
FSP-060-007249,Historical Don Clendenon Supper Club DBA Mr. Everything Super Deli,899 Martin Luther King Jr DR,Atlanta,GA,30310,33.7549857,-84.4170409
FSP-060-007250,Poke Bar,870 Inman Village PKWY,Atlanta,GA,30307,33.7612696,-84.3606717
FSP-060-007254,"Y & H Food Enterprise, LLC/Sumo Hibachi & Wings",11720 Medlock BR,Duluth,GA,30097,34.0662492,-84.1699434
FSP-060-007255,Cory's Spot,1608 Joseph E. Boone,Atlanta,GA,30314,33.7633204,-84.4404898
FSP-060-007256,Great Sichuan,10475 Medlock Bridge RD STE 116,Duluth,GA,30097,34.0343194,-84.1850322
FSP-060-007258,Wild Heaven Beer Bar,1010 White ST,Atlanta,GA,30310,33.7300586,-84.4190859
FSP-060-007276,Mangos Caribbean Restaurant,806 Ralph David Abernathy BLVD STE B,Atlanta,GA,30310,33.7381059,-84.4142505
FSP-060-007278,"Dunwoody Place, Personal Care Home",1460 Johnson Ferry RD NE,Atlanta,GA,30319,33.9042968,-84.3475667
FSP-060-007279,"Historic Roswell Place, Assisted Living & Memory Care",75 Magnolia ST,Roswell,GA,30075,34.0232535,-84.3640988
FSP-060-007282,The Savory Gourmet LLC,50 Canton ST STE 110,Alpharetta,GA,30009,34.0760228,-84.2972849
FSP-060-007295,McDonald's #15916,12350 Arnold Mill RD,Alpharetta,GA,30004,34.0823780,-84.3580250
FSP-060-007296,McDonald's #35994,600 W Crossville RD,Roswell,GA,30075,34.0574055,-84.3808584
FSP-060-007298,McDonald's #24308,5210 Windward PKWY,Alpharetta,GA,30004,34.0920021,-84.2759525
FSP-060-007299,McDonald's #17563,8745 Roswell RD,Atlanta,GA,30350,33.9947666,-84.3506311
FSP-060-007300,McDonald's #3323,591 Holcomb Bridge RD,Roswell,GA,30076,34.0352975,-84.3432362
FSP-060-007301,McDonald's #15918,1465 Holcomb Bridge RD,Roswell,GA,30076,34.0197752,-84.3184360
FSP-060-007302,McDonald's #10131,2950 Holcomb Bridge RD,Alpharetta,GA,30022,33.9896822,-84.2743370
FSP-060-007305,1000 Degrees Pizzeria,1133 Woodstock RD STE 120,Roswell,GA,30075,34.0626711,-84.3972684
FSP-060-007307,Xiao's Way Noodle House,10450 Medlock Bridge RD STE 101-102,Duluth,GA,30097,34.0358734,-84.1862335
FSP-060-007316,Chop't Creative Salad Company LLC,1544 Piedmont RD STE 303-306,Atlanta,GA,30324,33.7990622,-84.3717014
FSP-060-007320,American Deli,6015 Lynmark WAY,Fairburn,GA,30213,33.5942369,-84.6405551
FSP-060-007324,Harue,10820 Abbotts Bridge RD STE T1-1,Duluth,GA,30097,34.0451341,-84.1774720
FSP-060-007325,Breeze Cafe,408 S Atlanta ST STE A-120,Roswell,GA,30075,34.0095077,-84.3617217
FSP-060-007326,Bogartz Food Artz,227 Sandy Springs PL STE 502,Atlanta,GA,30328,33.9203086,-84.3814423
FSP-060-007331,Starbucks Coffee Co,6197 Windward PKWY,Alpharetta,GA,30005,34.0933341,-84.2366677
FSP-060-007333,Bubsters Soft Serve,850 Oak ST,Atlanta,GA,30310,33.7390938,-84.4147756
FSP-060-007347,Best Western Plus,1005 Oakley Industrial BLVD,Fairburn,GA,30213,33.5418662,-84.5784301
FSP-060-007349,Old National Seafood DBA L& C Seafood Inc.,5084 Old National HWY,Atlanta,GA,30349,33.6168694,-84.4721031
FSP-060-007357,Twisted Taco,9700 Medlock Bridge RD STE 110,Duluth,GA,30097,34.0175527,-84.1923682
FSP-060-007360,Mercedes Benz Stadium Food Truck,1 AMB DR,Atlanta,GA,30313,33.7554029,-84.4008922
FSP-060-007361,JPresso Bakery,407 N. Central AVE STE B,Atlanta,GA,30354,33.6556998,-84.4020205
FSP-060-007362,Smoothie King,5530 Windward PKWY STE 322,Alpharetta,GA,30004,34.0887164,-84.2677097
FSP-060-007363,Smoothie King,12280 Houze RD STE C,Alpharetta,GA,30004,34.0813900,-84.3572822
FSP-060-007365,Blackbird,393 Marietta BLVD,Atlanta,GA,30313,33.7636516,-84.3970289
FSP-060-007366,Wingate by Wyndham,7882 Senoia RD,Fairburn,GA,30213,33.5409049,-84.5753197
FSP-060-007367,Holiday Inn Express Hapeville,235 North Central AVE,Atlanta,GA,30354,33.6547708,-84.3966405
FSP-060-007369,Country Inn & Suites,1365 Hardin AVE,Atlanta,GA,30344,33.6609041,-84.4338829
FSP-060-007370,Chipotle MExican Grill #3284,1080 Peachtree ST NE,Atlanta,GA,30309,33.7839725,-84.3841840
FSP-060-007372,Slutty Vegan ATL,1542 Ralph David Abernathy,Atlanta,GA,30310,33.7432739,-84.4380020
FSP-060-007374,Holiday Inn Express Atlanta Airport,4601 Best RD,Atlanta,GA,30337,33.6303730,-84.4585588
FSP-060-007376,WNB Factory College Park,6395 Old National HWY STE 200,Atlanta,GA,30349,33.5808710,-84.4699917
FSP-060-007384,Flip Burger Boutique,1587 Howell Mill RD,Atlanta,GA,30318,33.7983946,-84.4157448
FSP-060-007390,Tropical Smoothie Cafe,2275 Marietta BLVD STE 100,Atlanta,GA,30318,33.8195072,-84.4506585
FSP-060-007392,Mama's Soul Food Diner,3375 Roosevelt HWY STE C,Atlanta,GA,30348,33.6230215,-84.4996864
FSP-060-007393,Hotto Hotto Ramen & Teppanyaki,1039 Grant ST SE STE B-10,Atlanta,GA,30315,33.7254452,-84.3773682
FSP-060-007394,"Felton Poke Bar, LLC",6615 Roswell RD STE 340,Atlanta,GA,30328,33.9349281,-84.3777788
FSP-060-007395,The Fill Up Station Station,2740 Greenbriar STE B-14,Atlanta,GA,30331,33.6886571,-84.4886219
FSP-060-007397,Bodega Resturant,5425 Old National HWY,Atlanta,GA,30349,33.6078772,-84.4724212
FSP-060-007401,Campania Milton,12635 Crabapple RD STE 310,Alpharetta,GA,30004,34.0889973,-84.3426199
FSP-060-007404,Clean Juice,2500 Old Milton PKWY STE 115,Alpharetta,GA,30009,34.0697989,-84.2846194
FSP-060-007406,Santorini Taverna,4600 Roswell RD,Atlanta,GA,30342,33.8809416,-84.3808173
FSP-060-007407,HHST Sporting Group dba Woofs,494 Plasters AVE NE,Atlanta,GA,30324,33.8115859,-84.3726459
FSP-060-007408,American Deli,3695 Cascade RD STE M,Atlanta,GA,30331,33.7249760,-84.5083727
FSP-060-007413,Alchemist Trading Co.,9700 Medlock Bridge RD STE 138,Alpharetta,GA,30022,34.0175527,-84.1923682
FSP-060-007432,Pine Tree Restaurnat LLC dba Pavillion Cafe,1150 Lake Hearn DR,Atlanta,GA,30342,33.9129561,-84.3493576
FSP-060-007434,"Motivated By People Community Foundation/Three Squares Express, LLC",122 Cleveland AVE STE B,Atlanta,GA,30315,33.6806535,-84.3928464
FSP-060-007444,Plant Based Pizzeria,730 Barnett St NE STE A,Atlanta,GA,30306,33.7744307,-84.3590108
FSP-060-007447,Farm Burger Midtown,22 14th Street UNIT D,Atlanta,GA,30309,33.7858512,-84.3880767
FSP-060-007460,Which Wich,1801 Howell Mill RD STE 520,Atlanta,GA,30318,33.8031350,-84.4116036
FSP-060-007461,Which Wich,915 NW W Peachtree ST STE 5,Atlanta,GA,30309,33.7797420,-84.3868116
FSP-060-007462,Bar-bacoa,1000 Virginia AVE NE,Atlanta,GA,30306,33.7825041,-84.3548211
FSP-060-007463,Bar-bacoa Downstairs,1000 Virginia AVE NE,Atlanta,GA,30306,33.7825041,-84.3548211
FSP-060-007467,Floyd's LLC dba Dekalb Athletic Club,900 Dekalb AVE,Atlanta,GA,30307,33.7550704,-84.3581229
FSP-060-007468,David's Burger's & Wings,2841 Greenbriar PKWY STE 434,Atlanta,GA,30331,33.6884093,-84.4918595
FSP-060-007475,La Parranda Mexican Bar & Grill,1085 Holcomb Bridge RD,Roswell,GA,30076,34.0226482,-84.3294710
FSP-060-007480,Louisiana Bistreaux,3312 Piedmont RD,Atlanta,GA,30305,33.8447113,-84.3725357
FSP-060-007481,Wing House I J & Chiu Inc,371 Boulevard DR SE STOP 3A,Atlanta,GA,30312,33.7645402,-84.3715577
FSP-060-007486,Tom Dick & Hank,3807 Main ST,Atlanta,GA,30337,33.6514292,-84.4498793
FSP-060-007489,Zubis Taco Kitchen Mobile truck 1,1509 Virginia AVE STE C,Atlanta,GA,30337,33.6597057,-84.4382311
FSP-060-007489,Zubis Taco Kitchen Mobile truck 1,1509 Virgina Ave,Atlanta,GA,30337,33.6597057,-84.4382311
FSP-060-007496,Jimmy Johns #2506,801 Doug Davis DR STE B,Atlanta,GA,30354,33.6586176,-84.4159945
FSP-060-007497,The Grub Gastropub,1090 Alpharetta ST,Roswell,GA,30075,34.0283281,-84.3582099
FSP-060-007498,China Cafeteria,2159 Campbellton RD,Atlanta,GA,30311,33.7060124,-84.4594546
FSP-060-007507,Just Wing'n,371 SE Boulevard,Atlanta,GA,30312,33.7645402,-84.3715577
FSP-060-007510,Souper Jenny,589 Atlanta ST,Roswell,GA,30075,34.0147444,-84.3623788
FSP-060-007512,CHick-Fil-A Chastain Square,4285 Roswell RD,Atlanta,GA,30342,33.8724810,-84.3808009
FSP-060-007514,Brash,1375 NE Peachtree ST,Atlanta,GA,30309,33.7924324,-84.3856210
FSP-060-007519,Green Soma Vegan Cafe,626 Central AVE,Atlanta,GA,30354,33.6581818,-84.4087514
FSP-060-007526,Mister Snowy,11890 Douglas RD STE 101,Alpharetta,GA,30005,34.0722367,-84.2051108
FSP-060-007529,Waldorf Astoria Buckhead,3376 Peachtree Road NE,Atlanta,GA,30326,33.8498350,-84.3667323
FSP-060-007570,Queen Of Cream,702 Cleburne TER,Atlanta,GA,30307,33.7735910,-84.3537223
FSP-060-007615,Redbird Restaurant & Bar,1198 Howell Mill RD STE 115,Atlanta,GA,30313,33.7867658,-84.4122192
FSP-060-007621,Ruchda Wings,6035 Bakers Ferry RD SW STE 240,Atlanta,GA,30336,33.7293150,-84.5731511
FSP-060-007625,Sum Thing Simple Cafe,2079 Joseph E Boone BLVD,Atlanta,GA,30314,33.7639411,-84.4565251
FSP-060-007630,UPS Smart Hub Cafe,1100 Fulton Industrial,Atlanta,GA,30336,33.7875271,-84.5077991
FSP-060-007632,City Tap House Bar,848 Peachtree ST,Atlanta,GA,30313,33.7779085,-84.3845379
FSP-060-007656,Clues & Cocktails,314 Auburn AVE,Atlanta,GA,30303,33.7556670,-84.3773477
FSP-060-007657,Dominos Pizza,7490 Old National HWY STE 1800,Riverdale,GA,30296,33.5530075,-84.4643544
FSP-060-007658,Sip The Experience,528 Main ST NE,Atlanta,GA,30324,33.8227914,-84.3701020
FSP-060-007662,Peachtree Buffet & Grill,915 Holcomb Bridge RD STE 200B,Roswell,GA,30076,34.0268889,-84.3344227
FSP-060-007663,Weekday Cafe,14 S Park PL SE,Atlanta,GA,30303,33.7554655,-84.3880061
FSP-060-007664,Carlo's Pizza LLC,209 Edgewood AVE SE STE 106,Atlanta,GA,30303,33.7540215,-84.3799140
FSP-060-007665,Junior's Pizza,77 Georgia AVE,Atlanta,GA,30312,33.7365862,-84.3852789
FSP-060-007669,Lola's Burger & Tequila Bar,944 Canton ST,Roswell,GA,30075,34.0242365,-84.3617011
FSP-060-007670,House of Ribs- Mobile,2692 Godby RD,Atlanta,GA,30311,33.6163309,-84.4771304
FSP-060-007672,Cozy Corner Cafe,6190 Powers Ferry RD STE 195,Atlanta,GA,30339,33.9091780,-84.4252941
FSP-060-007675,Zaxby's,946 Martin Luther King Jr. DR SW,Atlanta,GA,30314,33.7544113,-84.4182924
FSP-060-007676,Island Vibes Caribbean Grill,655 N. Central AVE,Atlanta,GA,30354,33.6599871,-84.4101468
FSP-060-007679,Three Dollar Cafe Jr,11030 Medlock Bridge RD STE 240,Duluth,GA,30097,34.0508033,-84.1763184
FSP-060-007695,Makimono,99 Krog St,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-007697,The Sleepy Potato,2841 Greenbriar PKWY STE N-316,Atlanta,GA,30331,33.6884093,-84.4918595
FSP-060-007698,Bruster's Ice Cream & Yogurt,3000 Old Alabama RD STE 100,Alpharetta,GA,30022,34.0220998,-84.2727404
FSP-060-007702,Bree's Port Bar and Grille,349 Decatur ST SE STE E,Atlanta,GA,30312,33.7498984,-84.3777015
FSP-060-007704,Pancake Social #1,675 Ponce De Leon Avenue STE E185,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-007705,Crab Pot Lounge,5495 Old National HWY STE A-2,Atlanta,GA,30349,33.6058707,-84.4727180
FSP-060-007707,Fado Irish Pub- Extended Bar,273 Buckhead AVE,Atlanta,GA,30305,33.8379344,-84.3783947
FSP-060-007713,"JYK Enterprises, LLC d/b/a Extreme Teriyaki",3710 Old Milton Pkwy STE 106,Alpharetta,GA,30005,34.0646240,-84.2517095
FSP-060-007719,Manhattan NY Deli & Bagels,4160 Old Milton Pkwy,Alpharetta,GA,30005,34.0599420,-84.2368941
FSP-060-007720,McDonalds #32428,4025 Old Milton PKWY,Alpharetta,GA,30022,34.0604256,-84.2437841
FSP-060-007727,"TLM Enterprises, LLC",1126 Euclid Avenue,Atlanta,GA,30307,33.7645795,-84.3504873
FSP-060-007728,Chick- Fil- A,2841 Greenbriar PKWY,Atlanta,GA,30303,33.6883944,-84.4935222
FSP-060-007729,W Atlanta Downtown/ Local Motives,45 Ivan Allen Jr. Blvd,Atlanta,GA,30308,33.7648907,-84.3892334
FSP-060-007730,China 1,3530 Camp Creek STE 130,Atlanta,GA,30344,33.6551497,-84.5049645
FSP-060-007745,Paradise Smoothie Juice Bar,2841 Greenbriar PKWY SW STE N-432,Atlanta,GA,30331,33.6884093,-84.4918595
FSP-060-007748,USA Deli,1156 Memorial DR,Atlanta,GA,30316,33.7477968,-84.3497889
FSP-060-007752,Ipp's on Canton Inc dba Ipp's Pastaria + Bar,980 Canton ST,Roswell,GA,30075,34.0252494,-84.3620297
FSP-060-007757,Tokyo Sushi,980 Birmingham RD STE 303,Alpharetta,GA,30004,34.1668161,-84.3318250
FSP-060-007760,Lucky China 8,733 Joseph E Boone BLVD,Atlanta,GA,30314,33.7637666,-84.4115626
FSP-060-007778,Macy's Starbucks Nitro Bike,3393 Peachtree Road NE,Atlanta,GA,30326,33.8463350,-84.3635778
FSP-060-007780,Lickety Split Southern Kitchen & Bar,1155 Virginia AVE STE F&G,Atlanta,GA,30354,33.6593844,-84.4281805
FSP-060-007783,Mojave,6450 Powers Ferry RD NW,Atlanta,GA,30339,33.9030842,-84.4351135
FSP-060-007785,Planet Bombay Indian Cuisine,619 Edgewood AVE STE 101,Atlanta,GA,30312,33.7541216,-84.3670488
FSP-060-007787,Irbid Foods LLC d/b/a Abby's Mediterrenean Grill,11877 Douglas RD STE 103,Alpharetta,GA,30005,34.0709370,-84.2053502
FSP-060-007789,Nancy's Pizza,900 Mansell RD STE 1,Roswell,GA,30076,34.0439117,-84.3381414
FSP-060-007792,Somerby Sandy Springs-Memory Care Kitchen,25 Glenlake PKWY NE,Atlanta,GA,30328,33.9369426,-84.3591341
FSP-060-007795,Trap Music Museum Event Space,630 Travis ST,Atlanta,GA,30318,33.7718158,-84.4086899
FSP-060-007796,"Signature Solutions, LLC DBA Golden Krust Caribbean Restaurant",5370 Campbellton Fairburn RD,Fairburn,GA,30213,33.6121995,-84.6102805
FSP-060-007797,Taste Buddz,3554 MLK Jr. DR,Atlanta,GA,30331,33.7583660,-84.5041143
FSP-060-007798,Armando's Mexican Kitchen,30 W. Broad ST,Fairburn,GA,30213,33.5668356,-84.5803327
FSP-060-007803,Slider Burger Joint,22 West Broad ST,Fairburn,GA,30213,33.5673914,-84.5810785
FSP-060-007806,Gillians Cafe,2 Concourse PKWY STE 170,Atlanta,GA,30328,33.9155540,-84.3529726
FSP-060-007809,Hibachi Stop,3425 Cascade RD STE 101-A,Atlanta,GA,30311,33.7243034,-84.4991128
FSP-060-007810,Big Dave's Cheesesteaks,57 Forsyth ST UNIT 63 & 65,Atlanta,GA,30303,33.7561280,-84.3898618
FSP-060-007823,Poke City,2221 Peachtree RD STE A,Atlanta,GA,30303,33.8147290,-84.3910812
FSP-060-007824,Nancy's Pizza,265 Ponce De Leon STE A-B,Atlanta,GA,30308,33.7722004,-84.3788054
FSP-060-007825,Primrose School of Atlanta Westside,2260 Marietta Blvd NW STE 114,Atlanta,GA,30318,33.8169836,-84.4486900
FSP-060-007829,Food Terminal,1000 Marietta ST STE 202,Atlanta,GA,30318,33.7786349,-84.4103725
FSP-060-007841,"Park 27 Korean BBQ, LLC",950 W Peachtree ST,Roswell,GA,30075,33.7800659,-84.3874307
FSP-060-007843,CulinAero by Proof of The Pudding/Concession Area-A,2330 Convention Center Concourse,College Park,GA,30337,33.6450623,-84.4589093
FSP-060-007845,CulinAero by Proof of The Pudding/Concession Area-C,2330 Convention Center Concourse,Atlanta,GA,30337,33.6450623,-84.4589093
FSP-060-007846,Extreme Teriyaki Grill Express,3695 Cascade RD STE 340,Atlanta,GA,30331,33.7251669,-84.5095334
FSP-060-007848,Shake Shack Food Truck ATL,1601 W Peachtree ST NE,Atlanta,GA,30309,33.7984671,-84.3863921
